Date,Open,High,Low,Close,Volume
10/23/2018,24,24,23.25,23.75,4.29M
10/24/2018,23.75,23.75,23.25,23.5,3.62M
10/25/2018,23.75,23.75,23.25,23.5,9.83M
10/26/2018,23.75,23.75,23.5,23.5,6.97M
10/29/2018,23.5,24,23.5,23.5,9.43M
10/30/2018,23.75,24,23.25,23.5,22.06M
10/31/2018,24,24,23.25,23.25,4.66M
11/01/2018,23.75,23.75,23,23.5,47.50M
11/02/2018,23.75,25,23.75,24.5,4.15M
11/05/2018,24.5,24.5,23,23.75,4.71M
11/06/2018,23.5,24,22.5,22.5,5.45M
11/07/2018,23,23.5,22.5,22.75,8.63M
11/08/2018,23.25,23.75,23.25,23.25,9.48M
11/09/2018,23.75,24.75,23.5,24.25,10.31M
11/12/2018,24,24.5,23.75,24.25,10.30M
11/13/2018,24.25,24.5,24,24.25,12.01M
11/14/2018,24.5,24.5,23.75,24,8.87M
11/15/2018,24,24,23.5,23.75,15.07M
11/16/2018,24,24.25,23.5,23.75,7.08M
11/19/2018,23.75,24,23.5,23.5,2.17M
11/20/2018,23.75,24,23.5,23.5,4.66M
11/21/2018,23.5,24,23.5,23.75,7.00M
11/22/2018,23.75,24,23.75,23.75,683.00K
11/23/2018,24,24,23.75,23.75,2.45M
11/26/2018,23.75,24,23.6,23.8,10.79M
11/27/2018,24,24,23.75,23.8,27.43M
11/28/2018,24,24,23.75,23.8,16.75M
11/29/2018,24,24,23.5,23.75,10.76M
11/30/2018,23.75,23.85,23.65,23.75,15.24M
12/03/2018,23.75,23.8,23.55,23.75,2.72M
12/04/2018,23.75,23.75,23.5,23.6,3.49M
12/05/2018,23.5,23.75,23.5,23.65,1.77M
12/06/2018,23.5,23.6,23.3,23.4,4.44M
12/07/2018,23.4,23.4,22.8,23,12.99M
12/10/2018,23,23,22.6,22.65,13.20M
12/11/2018,23,23,21.9,22.05,21.14M
12/13/2018,23,23,21.9,22.15,22.20M
12/14/2018,22.25,23.25,22.25,22.9,29.99M
12/17/2018,22.95,23.25,22.5,23,6.18M
12/18/2018,23,23.1,22.8,23,17.10M
12/19/2018,23,23.05,22.5,22.9,8.36M
12/20/2018,22.9,22.9,22.35,22.45,19.30M
12/21/2018,22.3,23.25,22.2,22.3,5.64M
12/24/2018,22.55,23.5,22.5,22.6,730.10K
12/27/2018,23,23,22.55,22.6,1.78M
12/28/2018,23,23,22.8,22.85,1.27M
12/31/2018,22.8,22.8,22.1,22.2,3.68M
01/02/2019,23,23,22.2,22.25,1.78M
01/03/2019,22.25,22.5,21.8,22.15,12.26M
01/04/2019,22,22,21,21.3,2.21M
01/07/2019,21.3,21.8,21.3,21.45,6.28M
01/08/2019,21.8,22.2,21.5,22,1.53M
01/09/2019,22.2,22.75,22.15,22.3,21.76M
01/10/2019,22.4,24,22.4,23,24.91M
01/11/2019,23,23.75,22.8,23.4,4.88M
01/14/2019,23.6,23.65,23.25,23.5,22.01M
01/15/2019,23.5,23.8,23.5,23.5,21.63M
01/16/2019,23.8,24.3,23.7,23.8,14.06M
01/17/2019,23.9,24,23.55,23.75,5.58M
01/18/2019,23.75,23.95,23.5,23.7,28.01M
01/21/2019,23.7,23.7,23.05,23.5,20.87M
01/22/2019,23.5,23.5,23.05,23.3,3.85M
01/23/2019,23.3,23.45,23.05,23.25,2.77M
01/24/2019,23.2,23.4,23.05,23.2,4.05M
01/25/2019,23.45,23.65,23.15,23.45,14.28M
01/28/2019,23.5,23.75,23.35,23.45,23.04M
01/29/2019,23.5,23.6,23.05,23.45,7.80M
01/30/2019,23.5,24,23.4,23.7,12.47M
01/31/2019,23.6,24.5,23.6,23.85,61.10M
02/01/2019,24,25.6,24,25.5,14.81M
02/04/2019,25.5,26.25,25.5,26,10.61M
02/05/2019,26.15,27,26.1,26.5,20.16M
02/06/2019,26.55,27.2,26.5,26.9,19.64M
02/07/2019,27,27.1,26.9,27.05,12.46M
02/08/2019,27,27,26.5,26.85,22.91M
02/11/2019,26.85,26.95,26.5,26.8,12.20M
02/12/2019,27,27,26.8,26.9,7.06M
02/13/2019,26.9,27,26.05,26.9,5.82M
02/14/2019,26.85,26.85,25.95,26.45,12.16M
02/15/2019,27,27,26,26.1,1.61M
02/18/2019,26,26.9,25.9,26.05,10.59M
02/19/2019,26.1,26.5,26,26.15,2.41M
02/20/2019,26.05,26.5,26.05,26.15,2.63M
02/21/2019,26.1,26.15,26,26,9.92M
02/22/2019,26.05,26.2,26,26.05,5.42M
02/25/2019,26.15,26.7,26.15,26.5,4.93M
02/26/2019,26.5,26.65,26.3,26.6,3.38M
02/27/2019,26.6,26.7,26.3,26.55,4.05M
02/28/2019,26.5,26.5,25.95,26,13.90M
03/01/2019,26,26.5,26,26.1,9.11M
03/04/2019,26.5,26.55,26.05,26.45,3.35M
03/05/2019,26.5,26.55,26.3,26.5,4.23M
03/06/2019,26.55,26.75,26.4,26.6,5.45M
03/07/2019,26.6,27,26.6,26.8,2.96M
03/08/2019,26.9,27.45,26.8,27,16.00M
03/11/2019,27,27,26.75,26.9,2.08M
03/12/2019,27,27,26.7,26.9,4.07M
03/13/2019,26.85,27,26.5,26.75,13.64M
03/14/2019,27,27.1,26.75,27,7.63M
03/15/2019,27,28.1,26.8,27.75,9.91M
03/18/2019,27.6,28.75,27.5,28.5,12.84M
03/19/2019,28.5,28.5,27.6,28,19.00M
03/20/2019,28,28.75,28,28.55,3.77M
03/21/2019,30,30,28.3,28.65,7.73M
03/22/2019,28.65,28.65,28,28.15,6.94M
03/25/2019,28.15,28.2,27.5,27.95,22.98M
03/26/2019,27.95,27.95,27.2,27.6,17.53M
03/27/2019,27.5,27.75,26.95,27.25,8.52M
03/28/2019,27,27.25,27,27.1,1.94M
03/29/2019,27,27.7,27,27.55,5.20M
04/01/2019,27.7,28.1,27.6,27.9,8.47M
04/02/2019,28,28.5,28,28.1,12.06M
04/03/2019,28,28.2,28,28.1,2.48M
04/04/2019,28.15,28.2,28,28.05,3.20M
04/05/2019,28,28.1,27.65,28,11.07M
04/08/2019,27.85,28,27.65,28,15.72M
04/09/2019,28,28,27.6,27.85,10.03M
04/10/2019,27.9,28,27.65,27.75,10.07M
04/11/2019,27.8,27.8,27.6,27.7,3.31M
04/12/2019,27.75,27.75,27.05,27.5,6.69M
04/15/2019,27.2,27.5,27.05,27.3,1.27M
04/16/2019,27.3,27.75,27.3,27.5,7.26M
04/17/2019,27.6,28,27.6,27.85,2.21M
04/18/2019,27.8,28,27.65,27.85,1.77M
04/23/2019,28,28,27.65,27.95,4.29M
04/24/2019,27.85,28.1,27.85,28,8.05M
04/25/2019,28,28.1,27.9,27.95,14.34M
04/26/2019,27.85,28,27.85,27.95,2.88M
04/29/2019,28.5,28.5,27.85,28,3.26M
04/30/2019,28.2,28.6,28.1,28.15,2.69M
05/02/2019,28.25,30,28.25,29.55,7.89M
05/03/2019,29.8,30,28.35,29.25,4.96M
05/06/2019,29,29,28.5,28.65,2.75M
05/07/2019,29.5,29.5,28.2,28.6,4.35M
05/08/2019,29,29,28,28.15,3.40M
05/09/2019,28.3,28.3,27.8,27.95,5.29M
05/10/2019,27.9,27.9,27.2,27.45,3.58M
05/13/2019,28,28,27,27.2,8.46M
05/14/2019,27.2,27.2,26.1,26.4,8.46M
05/15/2019,27.2,27.2,26.35,26.7,9.71M
05/16/2019,26.7,26.7,26.05,26.25,6.43M
05/17/2019,26.2,26.6,26.05,26.15,12.30M
05/20/2019,26.05,26.5,26.05,26.2,5.78M
05/21/2019,26.25,26.5,26,26.35,8.35M
05/22/2019,26.05,27,26.05,26.1,13.51M
05/23/2019,26.15,26.25,26.05,26.15,640.20K
05/24/2019,26.3,27,26.2,26.45,12.18M
05/27/2019,26.5,27,26.5,26.8,889.20K
05/28/2019,26.95,28.65,26.9,28.35,28.20M
05/29/2019,28.1,28.3,27.8,28,17.19M
05/30/2019,27.8,27.8,27.4,27.65,11.92M
05/31/2019,27.65,27.65,27,27.45,7.50M
06/03/2019,27.4,27.8,27.4,27.65,1.89M
06/04/2019,27.65,27.8,27.6,27.7,6.88M
06/06/2019,27.7,28,27.65,27.7,8.48M
06/07/2019,27.9,27.9,27.1,27.4,1.78M
06/10/2019,27.1,27.6,27.05,27.45,1.33M
06/11/2019,27.5,27.7,27.2,27.55,1.71M
06/12/2019,27.6,27.65,27.3,27.5,22.67M
06/13/2019,27.5,27.7,27.1,27.35,22.56M
06/14/2019,27.5,27.5,27.05,27.2,5.30M
