Date,Open,High,Low,Close,Volume
07/28/2014,"12.30","12.30","11.90","12.00","4,541,300"
07/25/2014,"12.00","12.35","12.00","12.20","24,481,199"
07/24/2014,"12.00","12.10","12.00","12.00","4,183,900"
07/23/2014,"12.00","12.10","12.00","12.05","9,104,000"
07/22/2014,"11.90","12.05","11.75","11.95","19,815,699"
07/21/2014,"12.10","12.15","11.85","12.00","26,140,900"
07/18/2014,"12.05","12.25","12.05","12.10","15,452,000"
07/17/2014,"12.20","12.20","12.00","12.05","24,871,900"
07/16/2014,"12.30","12.35","12.10","12.15","12,245,800"
07/15/2014,"12.40","12.45","12.30","12.30","8,040,700"
07/14/2014,"12.45","12.50","12.30","12.35","11,875,900"
07/11/2014,"12.60","12.60","12.20","12.40","2,342,400"
07/10/2014,"12.75","12.75","12.50","12.55","10,893,200"
07/09/2014,"12.75","12.85","12.65","12.70","6,323,700"
07/08/2014,"12.75","12.95","12.70","12.75","67,818,492"
07/07/2014,"12.75","12.90","12.70","12.75","24,368,301"
07/04/2014,"12.70","12.80","12.65","12.70","1,794,200"
07/03/2014,"12.65","12.80","12.55","12.75","1,593,600"
07/02/2014,"12.70","13.05","12.55","12.95","17,905,600"
07/01/2014,"12.50","13.00","12.50","12.65","17,983,199"
06/30/2014,"12.50","12.60","12.45","12.45","6,483,900"
